fullname,city,yearspracticing,proc,pharmadollars,services_count,score,test,last
ROBERT B. BOWYER,SAN FRANCISCO,,Emergency dept visit,,50,16,85,BOWYER
EDWARD S. KLOFAS,LOS GATOS,,Emergency dept visit,,185,16,85,KLOFAS
MARY A. FITZSIMONS,ANTIOCH,,Emergency dept visit,,55,16,85,FITZSIMONS
DANIEL K. MCCORMACK,BERKELEY,,Emergency dept visit,,61,16,85,MCCORMACK
BARRY E. GUSTIN,ALAMEDA,,Emergency dept visit,,49,16,85,GUSTIN
DREW S. CHAVINSON,MOUNTAIN VIEW,21,Emergency dept visit,,65,16,85,CHAVINSON
SEAN NORRIS,ANTIOCH,,Emergency dept visit,,64,16,85,NORRIS
DAVID K. CARTER,SAN JOSE,,Emergency dept visit,,48,16,85,CARTER
ALAN M. HOWARD,OAKLAND,,Emergency dept visit,,69,16,85,HOWARD
SHARON DABBY,SAN FRANCISCO,,Emergency dept visit,,151,17,91,DABBY
MARK U. MUMM,SAN FRANCISCO,,Emergency dept visit,,84,17,91,MUMM
MEGAN A. JOHNSTONE,SAN JOSE,,Emergency dept visit,,118,17,91,JOHNSTONE
PAULA A. ARRIAGA,SAN FRANCISCO,,Emergency dept visit,,75,17,91,ARRIAGA
PAUL T. BARNES,SAN BRUNO,,Emergency dept visit,,66,17,91,BARNES
RICHARD B. MEDOFF,SAN FRANCISCO,,Emergency dept visit,,108,17,91,MEDOFF
KAREN J. PRICE,SAN JOSE,,Emergency dept visit,,77,17,91,PRICE
MABEL A. GOMEZ,SAN JOSE,,Emergency dept visit,,92,17,91,GOMEZ
KRISTEN L. HAVENS,EMERYVILLE,,Emergency dept visit,,75,17,91,HAVENS
JAY W. GOLDBERG,SONOMA,19,Emergency dept visit,,113,17,91,GOLDBERG
PETER A. BINKLEY,GILROY,,Emergency dept visit,,87,17,91,BINKLEY
DAWN H. MAGDALIN-BETTS,HEALDSBURG,,Emergency dept visit,,196,17,91,MAGDALIN-BETTS
CAROLYN E. CARDAMONE,WALNUT CREEK,,Emergency dept visit,,76,17,91,CARDAMONE
JOHN A. LEONARD,WALNUT CREEK,,Emergency dept visit,,84,17,91,LEONARD
ALAN H. GLADMAN,MOUNTAIN VIEW,47,Emergency dept visit,,87,17,91,GLADMAN
GILLIAN L. EMBLAD,EMERYVILLE,,Emergency dept visit,,76,17,91,EMBLAD
LARISA NADUKHOVSKAYA,OAKLAND,13,Emergency dept visit,,91,17,91,NADUKHOVSKAYA
THOMAS E. DODSWORTH,LARKSPUR,,Emergency dept visit,,68,17,91,DODSWORTH
ANTONIO D. MUTO-ISOLANI,ALAMEDA,15,Emergency dept visit,,84,17,91,MUTO-ISOLANI
ERICA L. IVANS,SAN FRANCISCO,,Emergency dept visit,,154,17,91,IVANS
KENNETH S. KUMAMOTO,SAN LEANDRO,,Emergency dept visit,,74,17,91,KUMAMOTO
ROBIN D. SERRAHN,SAN FRANCISCO,,Emergency dept visit,,126,17,91,SERRAHN
MATTHEW A. NOWLIS,SAN PABLO,17,Emergency dept visit,,81,17,91,NOWLIS
STEVE E. GERMANY,SAN JOSE,,Emergency dept visit,,94,17,91,GERMANY
DOUGLAS R. TOLER,GILROY,,Emergency dept visit,,77,17,91,TOLER
DON L. MCINTYRE,DALY CITY,37,Emergency dept visit,,67,17,91,MCINTYRE
NAVEENPAL S. BHATTI,FREMONT,,Emergency dept visit,,67,17,91,BHATTI
LESLIE E. GRAHAM,SONOMA,,Emergency dept visit,,71,17,91,GRAHAM
KENDRA L. JACOBSON,CONCORD,,Emergency dept visit,,84,17,91,JACOBSON
ANDREW C. NOTHMANN,OAKLAND,,Emergency dept visit,,66,17,91,NOTHMANN
JARED R. GREENHOLZ,OAKLAND,,Emergency dept visit,,73,17,91,GREENHOLZ
GABRIEL WESTHEIMER,HAYWARD,,Emergency dept visit,,99,18,96,WESTHEIMER
KEVIN J. MORRISSEY,FREMONT,,Emergency dept visit,,141,18,96,MORRISSEY
CHAD ANDERSON,ANTIOCH,,Emergency dept visit,,171,18,96,ANDERSON
GEORGE E. WETTACH,SAN JOSE,,Emergency dept visit,,136,18,96,WETTACH
MICHAEL C. PARK,MOUNTAIN VIEW,,Emergency dept visit,,103,18,96,PARK
ARTHUR C. COHN,GREENBRAE,,Emergency dept visit,,127,18,96,COHN
ROBERT E. OLSON,MARYSVILLE,,Emergency dept visit,,107,18,96,OLSON
TIMOTHY S. SMITH,NAPA,,Emergency dept visit,,99,18,96,SMITH
WILLIAM D. BUSBY,FREMONT,,Emergency dept visit,,190,18,96,BUSBY
MONICA M. GASCON,SAN JOSE,,Emergency dept visit,,123,18,96,GASCON
JEREMY S. ORVIK,OAKLAND,,Emergency dept visit,,105,18,96,ORVIK
GEORGE L. STERNBACK,DALY CITY,42,Emergency dept visit,,117,18,96,STERNBACK
ROBERT L. BELL,BERKELEY,,Emergency dept visit,,150,18,96,BELL
DAVID R. FREIHEIT,FREMONT,,Emergency dept visit,,251,18,96,FREIHEIT
MELISSA M. CHANCELLOR,BERKELEY,,Emergency dept visit,,171,18,96,CHANCELLOR
DAVID F. THOMPSON,NOVATO,18,Emergency dept visit,,151,18,96,THOMPSON
MICHAEL A. TISKA,MARYSVILLE,,Emergency dept visit,,111,18,96,TISKA
KEITH E. LORING,SAN FRANCISCO,,Emergency dept visit,,139,18,96,LORING
ELIZABETH M. OCONNOR,WALNUT CREEK,,Emergency dept visit,,134,18,96,OCONNOR
NEIL H. ZELIN,OAKLAND,,Emergency dept visit,,105,18,96,ZELIN
ELDEN M. SCHULLER,DALY CITY,32,Emergency dept visit,,99,18,96,SCHULLER
GREGORY A. GROETSEMA,SAN JOSE,38,Emergency dept visit,,102,18,96,GROETSEMA
ROSALIND D. MITCHELL,VALLEJO,,Emergency dept visit,,148,18,96,MITCHELL
MARY J. CONNELL,SAN FRANCISCO,37,Emergency dept visit,,100,18,96,CONNELL
ROBERT F. BROWN,NAPA,,Emergency dept visit,,103,18,96,BROWN
CHARLES R. REPPE,HAYWARD,,Emergency dept visit,,218,19,100,REPPE
ROEL D. FARRALES,SAN FRANCISCO,13,Emergency dept visit,,258,19,100,FARRALES
KADEER M. HALIMI,FREMONT,,Emergency dept visit,,166,19,100,HALIMI
DESMOND E. CARSON,VALLEJO,20,Emergency dept visit,,240,19,100,CARSON
ANGELA C. PASSANISI,SAN JOSE,,Emergency dept visit,,46,26,100,PASSANISI
MENG S. LEE,SAN FRANCISCO,6,Eye exam & treatment,,16,-1,1,LEE
JOYCE KIM,SUNNYVALE,33,Eye exam & treatment,,48,3,1,KIM
VINCENT W. LAM,SAN FRANCISCO,,Eye exam & treatment,,20,4,2,LAM
JOYCE I. HSIEH,DALY CITY,,Eye exam & treatment,,22,4,2,HSIEH
BRUCE D. GAYNOR,SANTA ROSA,25,Eye exam & treatment,,20,4,2,GAYNOR
LAURA M. TRACEWELL,PALO ALTO,27,Eye exam & treatment,,31,5,4,TRACEWELL
MICHAEL W. OTTATI,ANTIOCH,16,Eye exam & treatment,,14,5,4,OTTATI
LESLI D. HANDMACHER,BERKELEY,39,Eye exam & treatment,,16,5,4,HANDMACHER
JAY R. DELANEY,SAN RAMON,20,Eye exam & treatment,,13,6,6,DELANEY
ALPADEVI SHROFF,SAN JOSE,,Eye exam & treatment,,12,6,6,SHROFF
WENDY N. AHN,LOS ALTOS,11,Eye exam & treatment,,14,6,6,AHN
SUE R. PUTNAM,SAN RAMON,23,Eye exam & treatment,,17,6,6,PUTNAM
AUDREY V. LOUIE,MOUNTAIN VIEW,6,Eye exam & treatment,,13,6,6,LOUIE
ELLEN SZETO,MOUNTAIN VIEW,19,Eye exam & treatment,,14,6,6,SZETO
MICHAEL F. FAURIA,FREMONT,30,Eye exam & treatment,,15,7,10,FAURIA
SANDRA CHENG,SAN MATEO,,Eye exam & treatment,,37,7,10,CHENG
HAMID SAJJADI,SAN JOSE,37,Eye exam & treatment,,55,7,10,SAJJADI
BRENT P. CHINN,MOUNTAIN VIEW,22,Eye exam & treatment,,12,7,10,CHINN
SUSAN M. PIRRONE,FREMONT,30,Eye exam & treatment,,17,7,10,PIRRONE
LILLIAN S. SHEN,SAN FRANCISCO,15,Eye exam & treatment,,12,7,10,SHEN
AMY LIU L. LONGACRE,PLEASANTON,36,Eye exam & treatment,,12,7,10,LONGACRE
RICHARD H. MARCUS,ALAMEDA,28,Eye exam & treatment,,14,7,10,MARCUS
OSCAR E. SMITH,SAN RAMON,37,Eye exam & treatment,,21,7,10,SMITH
PAULA D. SHADID,ROHNERT PARK,30,Eye exam & treatment,,12,7,10,SHADID
DAVID M. REDMAN,SAN JOSE,23,Eye exam & treatment,,11,7,10,REDMAN
CARL HIRSCH,WALNUT CREEK,38,Eye exam & treatment,,14,7,10,HIRSCH
VINCENT P. PENZA,SAN FRANCISCO,29,Eye exam & treatment,,12,8,19,PENZA
MARY E. DOUGHERTY,SARATOGA,19,Eye exam & treatment,,29,8,19,DOUGHERTY
BEVERLY D. JUE SMITH,SAN RAMON,30,Eye exam & treatment,,25,8,19,SMITH
JESSIE Y. HWANG,MENLO PARK,15,Eye exam & treatment,,49,8,19,HWANG
DIANA YUEN,OAKLAND,34,Eye exam & treatment,,25,8,19,YUEN
MARGARET LIU,SAN FRANCISCO,7,Eye exam & treatment,,27,8,19,LIU
ALAN B. CHAN,SAN FRANCISCO,,Eye exam & treatment,,11,9,23,CHAN
ANTHONY K. AGADZI,VALLEJO,11,Eye exam & treatment,5000,246,9,23,AGADZI
KENNETH S. GEE,CONCORD,14,Eye exam & treatment,,14,9,23,GEE
THOMAS LITZINGER,SAN FRANCISCO,,Eye exam & treatment,,17,9,23,LITZINGER
TANYA K. MAHAPHON,NAPA,16,Eye exam & treatment,,17,9,23,MAHAPHON
CINDY Y. SAKIHARA,FREMONT,21,Eye exam & treatment,,19,9,23,SAKIHARA
MAUREEN MCCOY,SAUSALITO,11,Eye exam & treatment,,12,9,23,MCCOY
DAVID SCHYMEINSKY,MILPITAS,21,Eye exam & treatment,,15,9,23,SCHYMEINSKY
JANET C. CHAN,HERCULES,15,Eye exam & treatment,,20,10,29,CHAN
JENNIFER QUIRANTE,PACIFICA,,Eye exam & treatment,,34,10,29,QUIRANTE
ELEANOR W. KUNG,SAN FRANCISCO,4,Eye exam & treatment,,20,10,29,KUNG
YUKAKO AKERA,SAN LEANDRO,23,Eye exam & treatment,,17,10,29,AKERA
CAMERON M. PARRETT,NAPA,41,Eye exam & treatment,,17,10,29,PARRETT
CONI L. BLOOMINGCAMP,LIVERMORE,28,Eye exam & treatment,,15,10,29,BLOOMINGCAMP
LISA TEEL,SONOMA,23,Eye exam & treatment,,29,10,29,TEEL
ROBERT A. MONETTA,SAN FRANCISCO,32,Eye exam & treatment,,43,10,29,MONETTA
KIMBERLY HAW,FREMONT,7,Eye exam & treatment,,17,10,29,HAW
VIVIAN L. RICE,SAN JOSE,31,Eye exam & treatment,,15,10,29,RICE
JEFFREY KO,SAN FRANCISCO,41,Eye exam & treatment,,26,10,29,KO
FAY F. NIAZI,HAYWARD,45,Eye exam & treatment,,13,10,29,NIAZI
PARK L. HSIEH,PINOLE,10,Eye exam & treatment,,37,10,29,HSIEH
SAMIR B. SHAH,WALNUT CREEK,17,Eye exam & treatment,,13,10,29,SHAH
PETER H. TAYLOR,CAMPBELL,32,Eye exam & treatment,,28,10,29,TAYLOR
CLIFFORD J. LEONG,FREMONT,7,Eye exam & treatment,,29,10,29,LEONG
TANIA M. MANTUA,NOVATO,24,Eye exam & treatment,,12,10,29,MANTUA
PETER W. ROSS,CAMPBELL,45,Eye exam & treatment,,30,10,29,ROSS
DAVID W. FOLKERS,SUNNYVALE,,Eye exam & treatment,,45,10,29,FOLKERS
WAYNE L. MARTIN,WALNUT CREEK,46,Eye exam & treatment,,29,10,29,MARTIN
CHRISTOPHER A. RUZICKA,CONCORD,27,Eye exam & treatment,,21,11,43,RUZICKA
MICHAEL A. MCDERMOTT,DANVILLE,33,Eye exam & treatment,,11,11,43,MCDERMOTT
LAUREN PHAM,MILPITAS,,Eye exam & treatment,,25,11,43,PHAM
MARK V. MINGRONE,SARATOGA,29,Eye exam & treatment,,109,11,43,MINGRONE
BANG K. TRAN,SAN JOSE,17,Eye exam & treatment,,29,11,43,TRAN
CHARLOTTE A. TLACHAC,ALAMEDA,36,Eye exam & treatment,,13,11,43,TLACHAC
ALLISON E. CHO,BERKELEY,7,Eye exam & treatment,,26,11,43,CHO
RICHARD C. ASTON,PETALUMA,,Eye exam & treatment,,18,11,43,ASTON
LAURA L. LACEY,CONCORD,25,Eye exam & treatment,,20,11,43,LACEY
TONYA WATSON,SAN FRANCISCO,12,Eye exam & treatment,,14,11,43,WATSON
BRUCE P. ABRAMSON,SANTA ROSA,23,Eye exam & treatment,,166,11,43,ABRAMSON
RICHARD G. JOYCE,BENICIA,27,Eye exam & treatment,,35,11,43,JOYCE
DORIT M. SCHARFF,SANTA CLARA,23,Eye exam & treatment,,19,11,43,SCHARFF
DOROTHY T. OKAMOTO,OAKLAND,37,Eye exam & treatment,,24,11,43,OKAMOTO
BRYAN DOHERTY,CONCORD,15,Eye exam & treatment,,19,11,43,DOHERTY
THAO BUU,MILPITAS,,Eye exam & treatment,,42,12,53,BUU
ROGER E. ATKINS,SAN FRANCISCO,51,Eye exam & treatment,,89,12,53,ATKINS
MATTHEW R. HILEMAN,SAINT HELENA,12,Eye exam & treatment,,90,12,53,HILEMAN
ROBERT C. CROWE,MORGAN HILL,38,Eye exam & treatment,,26,12,53,CROWE
STEWART I. WOLFE,SANTA ROSA,34,Eye exam & treatment,,58,12,53,WOLFE
BRIAN A. GIN,FREMONT,8,Eye exam & treatment,,57,12,53,GIN
LORA G. POND,NOVATO,30,Eye exam & treatment,,24,12,53,POND
RANDALL L. CHUNG,MORGAN HILL,,Eye exam & treatment,,67,12,53,CHUNG
JEFFREY D. SALMAN,SAN ANSELMO,24,Eye exam & treatment,,18,12,53,SALMAN
LINDA A. CUSHING,WALNUT CREEK,25,Eye exam & treatment,,23,12,53,CUSHING
COLLEEN C. TASHIRO,OAKLAND,33,Eye exam & treatment,,25,12,53,TASHIRO
JOHN S. LIU,CASTRO VALLEY,36,Eye exam & treatment,,76,12,53,LIU
MICHAEL C. SHULKIN,SANTA ROSA,31,Eye exam & treatment,,82,12,53,SHULKIN
STELLA LEVIN,CASTRO VALLEY,,Eye exam & treatment,,26,12,53,LEVIN
LISA F. CHANG,CONCORD,30,Eye exam & treatment,,36,13,63,CHANG
GREGORY A. KRASKOWSKY,ALAMO,14,Eye exam & treatment,,27,13,63,KRASKOWSKY
MICHAEL MAKEDONSKY,SAN FRANCISCO,11,Eye exam & treatment,,159,13,63,MAKEDONSKY
THOMAS A. ALLER,SAN BRUNO,,Eye exam & treatment,,26,13,63,ALLER
STEVEN M. KAS,SAN JOSE,11,Eye exam & treatment,,17,13,63,KAS
KYNA WONG,SAN FRANCISCO,22,Eye exam & treatment,,36,13,63,WONG
JOSEPH J. LASUSKY,CONCORD,,Eye exam & treatment,,147,13,63,LASUSKY
BURTON E. WORRELL,SAN JOSE,46,Eye exam & treatment,,54,13,63,WORRELL
JOHN M. NEISHI,SAN LEANDRO,27,Eye exam & treatment,,39,13,63,NEISHI
DODD R. PORTMAN,SANTA CLARA,31,Eye exam & treatment,,63,14,70,PORTMAN
GERALD T. PITTLER,PETALUMA,37,Eye exam & treatment,,52,14,70,PITTLER
THOMAS J. MCDONALD,WALNUT CREEK,,Eye exam & treatment,,108,14,70,MCDONALD
JOSEPH COSTA,SAN JOSE,,Eye exam & treatment,,62,14,70,COSTA
LINDA ANZALONE,FAIRFIELD,28,Eye exam & treatment,,111,14,70,ANZALONE
LEONARD P. GOLDSCHMIDT,CASTRO VALLEY,28,Eye exam & treatment,,53,14,70,GOLDSCHMIDT
ROBERT E. NASSER,NAPA,,Eye exam & treatment,,68,14,70,NASSER
LORAN B. MEBINE,SAN FRANCISCO,46,Eye exam & treatment,,71,14,70,MEBINE
MAN-WA LAM,FREMONT,28,Eye exam & treatment,,96,14,70,LAM
HARRY W. CHAN,FREMONT,35,Eye exam & treatment,,42,14,70,CHAN
LESLIE J. WEIL,SAN CARLOS,24,Eye exam & treatment,,235,14,70,WEIL
DALE I. BARR,SAN JOSE,22,Eye exam & treatment,,53,14,70,BARR
JAMES M. HARMON,SANTA ROSA,41,Eye exam & treatment,,108,15,78,HARMON
RICHARD Z. SIMSARIAN,SAN FRANCISCO,60,Eye exam & treatment,,54,15,78,SIMSARIAN
SCOTT C. SO,SAN FRANCISCO,14,Eye exam & treatment,,516,15,78,SO
SUZANNE D. HUANG,NOVATO,29,Eye exam & treatment,,82,15,78,HUANG
CHESLYN M. GAN,WALNUT CREEK,25,Eye exam & treatment,,50,15,78,GAN
RICHARD B. BRAUNSTEIN,SAN CARLOS,59,Eye exam & treatment,,79,15,78,BRAUNSTEIN
DANIEL CHIN,ALAMEDA,23,Eye exam & treatment,,47,15,78,CHIN
DIANE H. WILLIAMS,DANVILLE,,Eye exam & treatment,,50,15,78,WILLIAMS
NICHOLAS G. KERRY,SAN ANSELMO,,Eye exam & treatment,,45,15,78,KERRY
PAUL R. MILLER,HEALDSBURG,48,Eye exam & treatment,,80,16,84,MILLER
MUJDA ZHUBLAWAR,HAYWARD,9,Eye exam & treatment,,69,16,84,ZHUBLAWAR
GREGG J. BEACH,NAPA,,Eye exam & treatment,,217,16,84,BEACH
TUOW D. TING,WALNUT CREEK,19,Eye exam & treatment,,273,16,84,TING
ROBERT EDELMAN,CASTRO VALLEY,36,Eye exam & treatment,,233,16,84,EDELMAN
STEVEN G. PASCAL,OAKLAND,28,Eye exam & treatment,,716,16,84,PASCAL
ANDREW S. WILLIAMS,SAN FRANCISCO,33,Eye exam & treatment,,553,16,84,WILLIAMS
KIM L. COOPER,BURLINGAME,25,Eye exam & treatment,,120,16,84,COOPER
JENNIFER P. WANG,MOUNTAIN VIEW,18,Eye exam & treatment,,255,16,84,WANG
JAMES E. HUNT,WINDSOR,22,Eye exam & treatment,,263,17,91,HUNT
ANTHONY IANTOSCA,SAN JOSE,47,Eye exam & treatment,,249,17,91,IANTOSCA
MARK C. BOWMAN,SANTA ROSA,31,Eye exam & treatment,,218,17,91,BOWMAN
ROBERT L. HETLAND,SAN CARLOS,48,Eye exam & treatment,,210,17,91,HETLAND
EMILY H. DO,SAN JOSE,28,Eye exam & treatment,,127,17,91,DO
JAMES E. VOLPONI,LIVERMORE,30,Eye exam & treatment,,129,17,91,VOLPONI
LAI-SUNG E. LEUNG,SAN FRANCISCO,44,Eye exam & treatment,,417,17,91,LEUNG
PAUL K. ROW,NAPA,15,Eye exam & treatment,,596,17,91,ROW
KAREN A. GRIFFITH,PETALUMA,26,Eye exam & treatment,,101,17,91,GRIFFITH
SUZANNE G. LI,SAN FRANCISCO,39,Eye exam & treatment,,252,17,91,LI
NANCY A. JAMESON,NAPA,27,Eye exam & treatment,,561,18,98,JAMESON
RICHARD J. CHONG,SAN FRANCISCO,35,Eye exam & treatment,,18,18,98,CHONG
JOHN C. ALDEN,OAKLAND,,Eye exam & treatment,,379,18,98,ALDEN
KEITH D. CHOW,SAN JOSE,21,Eye exam & treatment,,31,23,100,CHOW
BARBARA ERNY,SUNNYVALE,26,Eye exam new patient,,14,2,1,ERNY
JULIE NG,PALO ALTO,22,Eye exam new patient,,11,2,1,NG
EDWARD J. SAUB,SAN JOSE,17,Eye exam new patient,,11,3,4,SAUB
MARC A. SWANSON,PALO ALTO,27,Eye exam new patient,,16,3,4,SWANSON
LEONARDO DACANAY,BERKELEY,12,Eye exam new patient,,14,4,7,DACANAY
THOMAS S. KING,SAN FRANCISCO,27,Eye exam new patient,,13,4,7,KING
VIRGINIA KO,PALO ALTO,13,Eye exam new patient,,31,5,10,KO
THOMAS M. SWIFT,SAN FRANCISCO,32,Eye exam new patient,,26,5,10,SWIFT
GEORGE R. HEWES,SAN JOSE,48,Eye exam new patient,,26,6,13,HEWES
SUSAN RYU,PALO ALTO,38,Eye exam new patient,,40,6,13,RYU
VANESSA T. HOANG,SUNNYVALE,11,Eye exam new patient,,15,6,13,HOANG
HOU LEONG,FREMONT,22,Eye exam new patient,,56,7,18,LEONG
GORDON L. EPSTEIN,SAN LEANDRO,37,Eye exam new patient,,12,8,19,EPSTEIN
ROSEMARY BUDUAN,SAN MATEO,,Eye exam new patient,,12,8,19,BUDUAN
RANDY HUA,SAN JOSE,8,Eye exam new patient,,12,8,19,HUA
FRANCISCO A. GARCIA,SAN FRANCISCO,50,Eye exam new patient,,40,9,24,GARCIA
MARK A. FUJIKAWA,BERKELEY,41,Eye exam new patient,,11,9,24,FUJIKAWA
JULIA N. TA,WALNUT CREEK,,Eye exam new patient,,14,9,24,TA
ABRAHAM A. WEBER,LARKSPUR,51,Eye exam new patient,,24,9,24,WEBER
ROBERT E. NEGER,SAN JOSE,42,Eye exam new patient,,41,9,24,NEGER
DONNA J. LEE,MENLO PARK,26,Eye exam new patient,,88,9,24,LEE
ANTHONY F. SORIA,HEALDSBURG,22,Eye exam new patient,,15,9,24,SORIA
JEFFREY R. ANDERSEN,HEALDSBURG,32,Eye exam new patient,,27,9,24,ANDERSEN
DANNY Y. LIN,SAN FRANCISCO,15,Eye exam new patient,,13,9,24,LIN
GARY HAMILL,SAN MATEO,39,Eye exam new patient,,21,10,38,HAMILL
WILLIAM RAAKA,SONOMA,,Eye exam new patient,,20,10,38,RAAKA
LEONARD W. MA,BURLINGAME,36,Eye exam new patient,,12,10,38,MA
GARY P. BARTH,SANTA ROSA,37,Eye exam new patient,,106,10,38,BARTH
RUBY SANCHEZ,SAN FRANCISCO,11,Eye exam new patient,,55,10,38,SANCHEZ
FARIBA LESSANI,PORTOLA VALLEY,19,Eye exam new patient,,15,10,38,LESSANI
NORMAN J. MINTZ,SEBASTOPOL,38,Eye exam new patient,,20,10,38,MINTZ
UYEN M. NGUYEN,HAYWARD,5,Eye exam new patient,,16,11,49,NGUYEN
BENJAMIN M. PICETTI,SAN FRANCISCO,,Eye exam new patient,,40,11,49,PICETTI
RISCHEL N. YEH,LOS GATOS,14,Eye exam new patient,,17,11,49,YEH
EMILIE D. TRUONG,SAN JOSE,,Eye exam new patient,,35,11,49,TRUONG
EUGENE S. LIT,OAKLAND,,Eye exam new patient,,15,11,49,LIT
MICHAEL A. ROY,WALNUT CREEK,44,Eye exam new patient,,17,11,49,ROY
MY D. GUINO-O,SAN JOSE,10,Eye exam new patient,,16,11,49,GUINO-O
LYLY UNG,SAN FRANCISCO,21,Eye exam new patient,,25,11,49,UNG
KHANH D. BUI,SAN JOSE,22,Eye exam new patient,,19,12,61,BUI
VALERIE S. GARDEN,SANTA ROSA,25,Eye exam new patient,,29,12,61,GARDEN
PAUL L. ARCHAMBEAU,SANTA ROSA,61,Eye exam new patient,,16,12,61,ARCHAMBEAU
GREGORY A. PERRONE,SEBASTOPOL,29,Eye exam new patient,,36,12,61,PERRONE
AMATER Z. TRAYLOR,OAKLAND,52,Eye exam new patient,,32,12,61,TRAYLOR
BETTE L. GOULD,HALF MOON BAY,38,Eye exam new patient,,22,12,61,GOULD
BARRY S. GREEN,SEBASTOPOL,29,Eye exam new patient,,29,12,61,GREEN
CHIAO-CHIAO L. CHU,HAYWARD,,Eye exam new patient,,146,13,72,CHU
FRANCES V. ONG,ANTIOCH,22,Eye exam new patient,,52,13,72,ONG
EDWIN K. LARSEN,NAPA,19,Eye exam new patient,,45,13,72,LARSEN
JENNIFER N. LE,SAN JOSE,,Eye exam new patient,,29,13,72,LE
JOSEPH D. WONG,WALNUT CREEK,40,Eye exam new patient,,20,13,72,WONG
KOSTA A. KOUTOULAS,DALY CITY,8,Eye exam new patient,,94,14,80,KOUTOULAS
ROBERT B. NEVES,SAN RAMON,20,Eye exam new patient,,120,15,82,NEVES
DAVID D. GILBERT,WALNUT CREEK,13,Eye exam new patient,,276,15,82,GILBERT
RUPINDER K. MANN,DANVILLE,,Eye exam new patient,,98,15,82,MANN
BRUCE I. KIRSCHNER,BURLINGAME,37,Eye exam new patient,,92,15,82,KIRSCHNER
MICHAEL R. GAGNON,PLEASANTON,13,Eye exam new patient,,130,15,82,GAGNON
RONALD N. HIURA,SAN FRANCISCO,34,Eye exam new patient,,36,15,82,HIURA
BETHANY A. BARRETT,PLEASANT HILL,14,Eye exam new patient,,134,16,91,BARRETT
ALEXANDER C. LEE,CUPERTINO,,Eye exam new patient,,1063,17,93,LEE
JENNIFER HSIOU-WEI KAO,SAN JOSE,31,Eye exam new patient,,77,17,93,KAO
SANJAY BANSAL,SANTA ROSA,26,Eye exam new patient,,102,17,93,BANSAL
BRUCE D. STAMPER,SAN FRANCISCO,,Eye exam new patient,,11,17,93,STAMPER
RAHUL K. SINGH,REDWOOD CITY,,Eye exam new patient,,648,17,93,SINGH
EDWARD T. LEE,SAN FRANCISCO,17,Medication management,,303,3,1,LEE
STEVEN L. BALT,SAN RAFAEL,,Medication management,,26,4,1,BALT
STERLING M. NAKAMURA,MOUNTAIN VIEW,12,Medication management,,17,4,1,NAKAMURA
MACEY ROSENTHAL,MARTINEZ,39,Medication management,,29,5,3,ROSENTHAL
JOHN D. ROUSE,SAN FRANCISCO,,Medication management,,25,5,3,ROUSE
ZHI JIAR ZHUANG,SAN FRANCISCO,29,Medication management,544,204,6,4,ZHUANG
MATTHEW LITTLEFIELD,PITTSBURG,6,Medication management,,33,6,4,LITTLEFIELD
RICHARD D. BALDWIN,SAN FRANCISCO,51,Medication management,,36,6,4,BALDWIN
JERRY K. KUBENA,PITTSBURG,7,Medication management,,27,6,4,KUBENA
WILLIAM R. COHEN,HALF MOON BAY,41,Medication management,,44,7,7,COHEN
LENNART MOLLER,SAN FRANCISCO,21,Medication management,,69,8,7,MOLLER
DAVID L. LEVINE,SAN FRANCISCO,42,Medication management,,88,8,7,LEVINE
YIM H. CHAN,SAN FRANCISCO,28,Medication management,799,189,8,7,CHAN
JULIUS H. FU,SAN JOSE,19,Medication management,,40,8,7,FU
ARUN HARIDAS,CONCORD,14,Medication management,,43,8,7,HARIDAS
JENNIFER H. PIEN-WONG,SAN MATEO,13,Medication management,,61,8,7,PIEN-WONG
RAJGOPAL K. SUNDER,RICHMOND,,Medication management,,21,9,11,SUNDER
GILDA L. MAJOR,DALY CITY,12,Medication management,,74,9,11,MAJOR
ELIZABETH SPRINGER,SAN FRANCISCO,13,Medication management,,95,9,11,SPRINGER
ROOBAL S. SEKHON,PITTSBURG,11,Medication management,252,109,9,11,SEKHON
WILLIAM E. BERLINGIERI,RICHMOND,40,Medication management,,157,9,11,BERLINGIERI
ZORICA M. LJALJEVIC,SAN JOSE,30,Medication management,,91,9,11,LJALJEVIC
VIRGINIA K. MOMMSEN,SAN FRANCISCO,13,Medication management,,130,9,11,MOMMSEN
RALPH C. FENN,SAN FRANCISCO,14,Medication management,,147,9,11,FENN
ADAM S. RUBENSTEIN,DALY CITY,15,Medication management,,81,9,11,RUBENSTEIN
MARIA D. BRADLEY-MOORE,SAN FRANCISCO,7,Medication management,,69,9,11,BRADLEY-MOORE
GWENDOLYN ROTHMAN,SAN FRANCISCO,49,Medication management,,142,9,11,ROTHMAN
GUY R. GULLION,SANTA ROSA,28,Medication management,,83,10,19,GULLION
VINOD SHARMA,SAN PABLO,28,Medication management,,265,10,19,SHARMA
UZMA A. KHAN,PITTSBURG,18,Medication management,,187,10,19,KHAN
NOORULAIN A. AQEEL,NAPA,28,Medication management,,44,10,19,AQEEL
DAVID E. KILGORE,SAN JOSE,24,Medication management,,40,10,19,KILGORE
SUZHANNA M. ELAM,PITTSBURG,24,Medication management,,114,10,19,ELAM
MARTIN KOEPPEL,RICHMOND,,Medication management,,234,10,19,KOEPPEL
